Numero;Caso;Mes;Resolucion;Comunicación;Categoria;Subcategoria;Segmento;Equipo_Resolutor;Canal;Movimiento;Monto;Cliente;Productos_act;Sexo
414;38258917;Mayo;Desfavorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;Cuentas;CCC;COM.BANELCO O/BCO;$ 619,83;Eminent;1;F
415;38828303;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;HAEDO;SUC;GASTOS DE SERVICIO EMINENT;$ 8.264,46;Eminent;3;M
416;38446310;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;COM.SERV.CTA.TOT (400005848212);$ 770,14;Prefer;4;M
417;38249321;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;OUT LEAN;CSEDB;SERVICIO CUENTA TOTAL;$ 3.305,79;Prefer;2;M
418;38920550;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;C DEL URUGUAY;SUC;COM.SERV.EMINENT (800018422261);$ 10.330,58;Masivo;0;F
419;38295376;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 2.272,73;Masivo;1;F
420;38549135;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;LEANDRO N. ALEM;SUC;COM.SERV.CTA.NEG (800060737941);$ 8.264,46;Masivo;3;F
421;38287067;Abril;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;CCC;COM.SERV.EMINENT (800060812625);$ 4.090,81;Eminent;4;M
422;38158750;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;COM.SERV.CTA.SIMP;$ 2.479,34;Negocios;2;M
423;38514095;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;SUC;INTERESES FINANCIACION;$ 794,81;Prefer;0;F
424;38574767;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Baja;RETIRO;SUC;COM.SERV.PREFER (MARZO 2023);$ 6.198,35;Masivo;1;F
425;38658039;Marzo;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;Comisiones y Morosidad;SUC;COM.BANELCO O/BCO (4517690130584929);$ 206,61;Eminent;3;M
426;38278598;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.SERV.PREFER (800061223771);$ 4.545,45;Negocios;4;M
427;38604148;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;PACHECO;SUC;SERVICIO CUENTA CLASSI;$ 4.958,68;Prefer;2;M
428;38222053;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Baja;Cuentas;SUC;COMISIÓN MANT DE CTA.;$ 448,00;Masivo;0;M
429;38708148;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;CABALLITO;SUC;COM.SERV.CTA.NEG (800055513801);$ 10.330,58;Eminent;1;F
430;38170222;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;COM.SERV.CLASSIC;$ 3.719,01;Eminent;3;F
431;38833291;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;CAD;SERVICIO CUENTA CLASSIC;$ 4.958,68;Prefer;4;F
432;38424147;Septiembre;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;Cuentas;CCC;COM.SERV.EMINENT (800051788733);$ 6.446,28;Prefer;2;F
433;38304781;Agosto;Favorable al cliente;Sin Envío;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;Cuentas;ONB;Com.serv.eminent;$ 622,91;Prefer;0;F
434;38648113;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;COMISION RENO.ANUAL;$ 14.282,00;Masivo;1;F
435;38181287;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 2.272,73;Prefer;3;F
436;38285756;Junio;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Alta;Cuentas;SUC;COM.SERV.EMINENT (800032437394);$ 4.090,81;Masivo;4;M
437;38684106;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;CCC;COM.SERV.CLASSIC (800081408572);$ 3.705,10;Eminent;2;M
438;38260174;Febrero;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Alta;Cuentas;CCC;COM.BANELCO O/BCO;$ 206,61;Eminent;0;F
439;38663144;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;Comisiones y Morosidad;CCC;COMISION RENO.ANUAL;$ 14.282,00;Prefer;1;F
440;38628376;Mayo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 1.363,73;Masivo;3;F
441;38302390;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CASA MATRIZ TORRE;SUC;COM.SERV.EMINENT;$ 1.026,06;Masivo;4;M
442;38238347;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 8.181,82;Eminent;2;M
443;38777373;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;ESCOBAR;SUC;COM. MANT. CC/CCE (Mayo 2023);$ 2.892,56;Eminent;0;F
444;38223671;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;PATERNAL I;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;1;M
445;38638912;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;SUC;COM RENOV ANUAL  2/3;$ 7.988,66;Eminent;3;F
446;38335806;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;PATERNAL I;SUC;GASTOS DE SERVICIO EMI;$ 5.454,55;Prefer;4;M
447;38288773;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;Cuentas;CSEDB;COMISION RENO.ANUAL;$ 10.201,33;Prefer;2;M
448;38297704;Febrero;Desfavorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Cuentas;CCC;SERVICIO CUENTA CLASSIC;$ 3.719,01;Masivo;0;M
449;38923692;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;VILLA URQUIZA;SUC;COM.SERV.CTA.TOT (800060698342);$ 0,22;Masivo;1;F
450;38163448;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CCC;COM.SERV.EMINENT;$ 8.181,82;Masivo;3;F
451;38557039;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;PLAZA DE MAYO;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;4;F
452;38159201;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;MENDOZA;SUC;COM.SERV.PREFER;$ 2.272,73;Negocios;2;M
453;38602235;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;CAD;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;0;M
454;38905083;Marzo;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.BANELCO O/BCO (4517690077974182);$ 4.917,42;Masivo;1;F
455;38253316;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;BARRIO NORTE;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
456;38195390;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 8.181,82;Negocios;4;M
457;38540990;Noviembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;BARRIO NORTE;SUC;COM.SERV.CTA.TOT (800077054583);$ 4.132,23;Prefer;2;M
458;38843094;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Comisiones y Morosidad;CAD;GASTOS DE SERVICIO EMI;$ 8.264,46;Masivo;0;M
459;38307984;Agosto;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;SUC;COMISION RENO.ANUAL(12;$ 8.006,34;Eminent;1;M
460;38781361;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;BELGRANO NORTE;SUC;GASTOS DE SERVICIO EMI;$ 10.330,58;Eminent;3;F
461;38177754;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CCC;SERVICIO CUENTA TOTAL;$ 3.305,79;Prefer;4;F
462;38857209;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SAN JUSTO;SUC;COM.SERV.PREFER (800014388751);$ 6.198,35;Prefer;2;F
463;38853205;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;0;F
464;38391604;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;GOLF SAN ISIDRO;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Masivo;1;F
465;38431191;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CDO. RIVADAVIA;SUC;GASTOS DE SERVICIO EMI;$ 4.090,81;Prefer;3;F
466;38833527;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;BELGRANO R;SUC;COM.SERV.EMINENT (800051664211);$ 10.330,58;Masivo;4;F
467;38687513;Octubre;Desfavorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Alta;Comisiones y Morosidad;CCC;COM.SERV.EMINENT (800058393777);$ 6.726,57;Eminent;2;M
468;38705951;Diciembre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;SUC;SERVICIO CUENTA CLASSIC;$ 4.958,68;Eminent;0;M
469;38178775;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CAD;CAD;SERVICIO CUENTA TOTAL;$ 3.305,79;Prefer;1;F
470;38497131;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;SERVICIO CUENTA CLASSI;$ 3.719,01;Masivo;3;F
471;38294965;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Baja;Cuentas;CCC;SERVICIO CUENTA CLASSIC;$ 3.719,01;Masivo;4;F
472;38305234;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;MENDOZA;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;2;M
473;38920588;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;OUT LEAN;CSEDB;COM.SERV.EMINENT (800069875212);$ 8.264,46;Eminent;0;M
474;38825975;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;OUT LEAN;CSEDB;GASTOS DE SERVICIO EMI;$ 5.165,16;Eminent;1;F
475;38368869;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;M
476;38806475;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SAN MARTIN;SUC;COM.SERV.EMINENT (800032478198);$ 8.264,46;Prefer;4;F
477;38482450;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SALTA;SUC;GASTOS DE SERVICIO EMI;$ 5.454,55;Prefer;2;M
478;38192895;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;0;M
479;38557785;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CITY BELL;SUC;GASTOS DE SERVICIO EMINENT;$ 4.132,11;Masivo;1;M
480;38222128;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;SUC;COMISION RENO.ANUAL(12;$ 7.989,00;Masivo;3;F
481;38292530;Enero;Desfavorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 2.272,73;Eminent;4;F
482;38534167;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;BALVANERA;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Negocios;2;F
483;38401989;Noviembre;Desfavorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Media Media;Cuentas;CCC;COM.SERV.EMINENT (800083199008);$ 8.181,82;Prefer;0;M
484;38850894;Septiembre;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CAD;CAD;COM.SERV.CLASSIC (800048952765);$ 4.958,68;Masivo;1;M
485;38680641;Agosto;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;3;F
486;38212746;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;F
487;38561305;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;CCC;COM.SERV.CLASSIC (800077023157);$ 4.958,68;Prefer;2;M
488;38814893;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;PERSONAS ANSES;MARTINEZ;SUC;COM.SERV.CTA.SIMP (800073331639);$ 2.892,56;Masivo;0;M
489;38584330;Octubre;Favorable al cliente;Sin Envío;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;CSEDB;COM.SERV.EMINENT (800068872503);$ 6.446,28;Eminent;1;M
490;38685051;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CAD;GASTOS DE SERVICIO EMI;$ 4.132,11;Eminent;3;M
491;38655512;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;COM RENOV ANUAL  3/3;$ 11.208,66;Prefer;4;F
492;38618499;Mayo;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;F
493;38335873;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;OUT LEAN;CSEDB;GASTOS DE SERVICIO EMI;$ 6.446,28;Prefer;0;F
494;38806673;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;ADROGUE;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Masivo;1;F
495;38735074;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;VILLA DEVOTO;SUC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Prefer;3;F
496;38686272;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SAN MIGUEL;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;F
497;38154267;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CCC;COM.SERV.EMINENT;$ 8.181,82;Eminent;2;F
498;38236667;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;OUT LEAN;CSEDB;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;0;M
499;38168340;Abril;Desfavorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;1;M
500;38163422;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;NAZCA;SUC;GASTOS DE SERVICIO EMINENT;$ 8.181,82;Masivo;3;F
501;38453981;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;PATERNAL I;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Masivo;4;F
502;38253834;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;PARQUE INDUSTRIAL PILAR;SUC;GASTOS DE SERVICIO EMI;$ 4.090,81;Eminent;2;F
503;38368847;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;MENDOZA;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;M
504;38583024;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;ARROYO;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;1;M
505;38274890;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CCC;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;3;F
506;38193439;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;Cuentas;SUC;COMISION RENO.ANUAL;$ 10.201,33;Prefer;4;M
507;38343351;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;RIO GALLEGOS;SUC;GASTOS DE SERVICIO EMINENT;$ 4.090,81;Prefer;2;F
508;38662888;Diciembre;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;Comisiones y Morosidad;CCC;COM RENOV ANUAL  3/3;$ 7.988,66;Masivo;0;M
509;38264982;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;PUERTO MADERO;SUC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Masivo;1;M
510;38823913;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;Comisiones y Morosidad;SUC;INTERESES FINANCIACION;$ 35.213,01;Masivo;3;M
511;38568991;Agosto;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Alta;TIRO SUIZO;SUC;COM.SERV.EMINENT (800023731498);$ 10.330,58;Eminent;4;F
512;38733298;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;V. DEL PARQUE;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;F
513;38432146;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Baja;CAD;CAD;COM.SERV.CTA.TOT (800046468262);$ 1.930,66;Prefer;0;F
514;38537222;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;1;M
515;38785391;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Baja;Ensenada;SUC;COM. MANT. CC/CCE (Mayo 2023);$ 2.892,56;Eminent;3;M
516;38766845;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 3.057,85;Negocios;4;F
517;38206033;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CCC;GASTOS DE SERVICIO EMI;$ 8.181,82;Prefer;2;F
518;38522929;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;?;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;0;M
519;38215181;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Cuentas;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;1;M
520;38450600;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;OUT LEAN;CSEDB;COM.SERV.EMINENT (800013597837);$ 510,67;Eminent;3;M
521;38224020;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;AV. BELGRANO;SUC;GASTOS DE SERVICIO EMI;$ 6.446,28;Prefer;4;M
522;38909738;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAMPANA;SUC;SERVICIO CUENTA CLASSI;$ 4.958,68;Prefer;2;F
523;38235928;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;0;F
524;38314969;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;CCC;CCC;COM.SERV.PREFER;$ 4.545,45;Masivo;1;F
525;38316061;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Media Media;Cuentas;SUC;IMPUESTO DE SELLOS;$ 804,87;Prefer;3;F
526;38817805;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Alta;AV. DE MAYO;SUC;GASTOS DE SERVICIO EMI;$ 4.090,81;Masivo;4;F
527;38813381;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Eminent;2;F
528;38915414;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;COM.SERV.PREFER (800078551254);$ 4.347,43;Eminent;0;F
529;38584789;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;CSEDB;COM RENOV ANUAL  1/3;$ 14.281,66;Prefer;1;M
530;38917854;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;3;M
531;38300155;Julio;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;CCC;COM.SERV.EMINENT;$ 6.446,28;Masivo;4;F
532;38553801;Marzo;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;ONB;Com.serv.cta.tot;$ 4.132,23;Eminent;2;F
533;38259233;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Alta;RECOLETA;SUC;GASTOS DE SERVICIO EMI;$ 4.090,81;Eminent;0;F
534;38267013;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 2.272,73;Eminent;1;M
535;38825720;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CARREFOUR LA PLATA;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;3;M
536;38677885;Septiembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Prefer;4;F
537;38260787;Agosto;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;CCC;COM.BANELCO O/BCO;$ 206,61;Prefer;2;M
538;38881626;Abril;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;SUC;COMISION RENO.ANUAL(12;$ 15.812,68;Masivo;0;F
539;38811642;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;ZARATE;SUC;COM.SERV.EMINENT (800069272623);$ 716,53;Masivo;1;M
540;38528955;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;BELGRANO SUD;SUC;GASTOS DE SERVICIO EMI;$ 3.223,05;Masivo;3;M
