Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo;AgeAntiguedad;Beneficio
671;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 4.090,81;Prefer;4;F;11;1100
672;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;CSEDB;COM MANT CCE;$ 4.090,81;Prefer;2;F;12;1200
673;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 3.158,89;Prefer;0;M;13;1300
674;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 867,21;Masivo;1;M;14;1400
675;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.006,33;Prefer;3;M;15;1500
676;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;4;M;16;1600
677;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 4.545,45;Eminent;2;F;17;1700
678;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;PERSONAS ANSES;SUC;CARGO REPOSICION;$ 2.479,34;Eminent;0;F;18;1800
679;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 135,99;Prefer;1;F;19;1900
680;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 2.892,61;Masivo;3;F;20;2000
681;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;4;F;1;100
682;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Eminent;2;F;2;200
683;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Eminent;0;F;3;300
684;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 2.479,34;Eminent;1;M;4;400
685;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 4.958,68;Eminent;3;M;5;500
686;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM MANT CCE;$ 3.719,01;Prefer;4;F;6;600
687;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 1.859,61;Prefer;2;F;7;700
688;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO EMINENT;$ 4.545,45;Masivo;0;F;8;800
689;Enero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 1.017,51;Masivo;1;M;9;900
690;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Masivo;3;M;10;1000
691;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM BANELCO;$ 6.198,35;Eminent;4;F;11;1100
692;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 4.545,45;Negocios;2;M;12;1200
693;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;COM MANT CCE;$ 8.264,46;Prefer;0;F;13;1300
694;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 1.652,89;Masivo;1;M;14;1400
695;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 2.479,34;Eminent;3;M;15;1500
696;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 2.272,93;Negocios;4;M;16;1600
697;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 6.198,35;Prefer;2;F;17;1700
698;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 7.989,00;Masivo;0;F;18;1800
699;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGO REPOSICION;$ 419,49;Eminent;1;F;19;1900
700;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 4.090,81;Eminent;3;M;20;2000
701;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 10.330,58;Prefer;4;M;1;100
702;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO EMINENT;$ 10.330,58;Prefer;2;F;2;200
703;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;COMISION MANT DE CUENTA;$ 183,53;Prefer;0;F;3;300
704;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;1;M;4;400
705;Febrero;Sin Envio;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CSEDB;COM BANELCO;$ 6.446,28;Prefer;3;M;5;500
706;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;CARGO REPOSICION;$ 446,26;Masivo;4;M;6;600
707;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 3.305,79;Eminent;2;M;7;700
708;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;F;8;800
709;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;F;9;900
710;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;ONB;COMISION MANT DE CUENTA;$ 3.305,79;Masivo;3;F;10;1000
711;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 4.132,23;Masivo;4;F;11;1100
712;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM BANELCO;$ 3.305,79;Eminent;2;F;12;1200
713;Julio;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;CARGO REPOSICION;$ 8.181,82;Eminent;0;F;13;1300
714;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;CCC;COM MANT CCE;$ 6.446,28;Eminent;1;F;14;1400
715;Enero;Manual;Desfavorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 297,66;Eminent;3;M;15;1500
716;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 14.282,00;Prefer;4;M;16;1600
717;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Prefer;2;F;17;1700
718;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;0;F;18;1800
719;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Masivo;1;F;19;1900
720;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGO REPOSICION;$ 4.545,45;Masivo;3;M;20;2000
721;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CAD;COM MANT CCE;$ 614,93;Eminent;4;M;1;100
722;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;2;F;2;200
723;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO EMINENT;$ 15.812,66;Prefer;0;M;3;300
724;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Masivo;1;F;4;400
725;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 3.269,34;Eminent;3;M;5;500
726;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CAD;COM BANELCO;$ 6.198,35;Negocios;4;M;6;600
727;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 4.545,45;Prefer;2;M;7;700
728;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Alta;SUC;COM MANT CCE;$ 231,12;Masivo;0;F;8;800
729;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CAD;SERVICIO CUENTA PREFER;$ 243,06;Eminent;1;F;9;900
730;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;PERSONAS ANSES;SUC;SERVICIO EMINENT;$ 2.314,05;Eminent;3;F;10;1000
731;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 3.099,18;Prefer;4;M;11;1100
732;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Prefer;2;M;12;1200
733;Abril;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM BANELCO;$ 10.330,58;Prefer;0;F;13;1300
734;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 8.264,46;Masivo;1;F;14;1400
735;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM MANT CCE;$ 6.446,28;Prefer;3;M;15;1500
736;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CSEDB;SERVICIO CUENTA PREFER;$ 1.579,59;Masivo;4;M;16;1600
737;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;2;M;17;1700
738;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Eminent;0;M;18;1800
739;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CSEDB;CARGOGESTCOBRANZA;$ 4.090,92;Prefer;1;F;19;1900
740;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM BANELCO;$ 6.198,35;Masivo;3;F;20;2000
741;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 51.283,67;Masivo;4;F;1;100
742;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 4.545,45;Eminent;2;F;2;200
743;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 5.417,38;Eminent;0;F;3;300
744;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;1;F;4;400
745;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Eminent;3;F;5;500
746;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;4;M;6;600
747;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM BANELCO;$ 17.962,78;Prefer;2;M;7;700
748;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 4.090,81;Masivo;0;F;8;800
749;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM MANT CCE;$ 4.132,23;Masivo;1;F;9;900
750;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 8.181,82;Masivo;3;F;10;1000
751;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO EMINENT;$ 4.132,23;Eminent;4;M;11;1100
752;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;2;M;12;1200
753;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 247,93;Prefer;0;F;13;1300
754;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 4.545,45;Masivo;1;M;14;1400
755;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 0,07;Eminent;3;F;15;1500
756;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.090,92;Negocios;4;M;16;1600
757;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 760,25;Prefer;2;M;17;1700
758;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;SERVICIO EMINENT;$ 4.545,45;Masivo;0;M;18;1800
759;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Eminent;1;F;19;1900
760;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 2.272,93;Eminent;3;F;20;2000
761;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.090,81;Prefer;4;F;1;100
762;Mayo;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;ONB;CARGO REPOSICION;$ 1.136,37;Prefer;2;M;2;200
763;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;COM MANT CCE;$ 6.446,28;Prefer;0;M;3;300
764;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Masivo;1;F;4;400
765;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.958,68;Prefer;3;F;5;500
766;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 2.892,56;Masivo;4;M;6;600
767;Enero;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 4.958,68;Eminent;2;M;7;700
768;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 2.272,73;Eminent;0;M;8;800
769;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;CARGO REPOSICION;$ 3.719,01;Prefer;1;M;9;900
770;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CSEDB;COM MANT CCE;$ 3.088,84;Masivo;3;F;10;1000
771;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 4.090,81;Masivo;4;F;11;1100
772;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.132,11;Eminent;2;F;12;1200
773;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;0;F;13;1300
774;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 6.446,28;Eminent;1;F;14;1400
775;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 2.727,21;Eminent;3;F;15;1500
776;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGO REPOSICION;$ 10.330,58;Prefer;4;F;16;1600
777;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 743,79;Prefer;2;M;17;1700
778;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 3.057,85;Masivo;0;M;18;1800
779;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 6.198,35;Masivo;1;F;19;1900
780;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;COMISION MANT DE CUENTA;$ 6.198,35;Masivo;3;F;20;2000
781;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Eminent;4;F;1;100
782;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM BANELCO;$ 3.223,05;Negocios;2;M;2;200
783;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 10.330,58;Prefer;0;M;3;300
784;Junio;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;COM MANT CCE;$ 10.330,58;Masivo;1;F;4;400
785;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;M;5;500
786;Febrero;Sin Envio;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Alta;ONB;SERVICIO EMINENT;$ 4.131,60;Negocios;4;F;6;600
787;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Prefer;2;M;7;700
788;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;CARGOGESTCOBRANZA;$ 3.305,76;Masivo;0;M;8;800
789;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;COM BANELCO;$ 4.545,45;Eminent;1;M;9;900
790;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 2.272,93;Eminent;3;F;10;1000
791;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;EX EMPLEADOS BGBA;CAD;COM MANT CCE;$ 11.859,50;Prefer;4;F;11;1100
792;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CSEDB;SERVICIO CUENTA PREFER;$ 3.719,01;Prefer;2;F;12;1200
793;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.090,81;Prefer;0;M;13;1300
794;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 8.264,46;Masivo;1;M;14;1400
795;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 2.479,34;Prefer;3;F;15;1500
796;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 4.958,68;Masivo;4;F;16;1600
797;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CARGO REPOSICION;$ 6.198,35;Eminent;2;M;17;1700
798;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;COM MANT CCE;$ 3.537,15;Eminent;0;M;18;1800
799;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 3.719,01;Prefer;1;M;19;1900
800;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;CCC;SERVICIO EMINENT;$ 11.208,66;Masivo;3;M;20;2000
801;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 4.958,68;Masivo;4;F;1;100
802;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.119,88;Eminent;2;F;2;200
803;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;FAMILIA GALICIA;CCC;COM BANELCO;$ 4.104,00;Eminent;0;F;3;300
804;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 8.264,46;Eminent;1;F;4;400
805;Octubre;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM MANT CCE;$ 5.783,38;Eminent;3;F;5;500
806;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;4;F;6;600
807;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 8.181,82;Prefer;2;F;7;700
808;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 8.181,82;Masivo;0;M;8;800
809;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 4.132,23;Masivo;1;M;9;900
810;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 3.719,01;Masivo;3;F;10;1000
811;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 10.330,58;Eminent;4;F;11;1100
812;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM MANT CCE;$ 6.446,28;Negocios;2;F;12;1200
813;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 8.264,46;Prefer;0;M;13;1300
814;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 3.719,01;Masivo;1;M;14;1400
815;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;CAD;COMISION MANT DE CUENTA;$ 2.892,56;Eminent;3;F;15;1500
816;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Negocios;4;M;16;1600
817;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;PERSONAS ANSES;CAD;COM BANELCO;$ 672,47;Prefer;2;F;17;1700
