Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo
611;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Prefer;4;M
612;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;2;M
613;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 8.264,46;Prefer;0;M
614;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Masivo;1;M
615;Agosto;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 8.181,82;Prefer;3;F
616;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;COM MANT CCE;$ 4.958,68;Masivo;4;F
617;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 3.057,85;Eminent;2;F
618;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.545,45;Eminent;0;F
619;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 10.330,58;Prefer;1;F
620;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;3;F
621;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 8.181,82;Masivo;4;F
622;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGO REPOSICION;$ 6.198,35;Eminent;2;M
623;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM MANT CCE;$ 3.099,18;Eminent;0;M
624;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.090,81;Eminent;1;F
625;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CSEDB;SERVICIO EMINENT;$ 0,01;Eminent;3;F
626;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 8.697,20;Prefer;4;F
627;Febrero;Sin Envio;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 11.267,00;Prefer;2;M
628;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COM BANELCO;$ 4,22;Masivo;0;M
629;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGO REPOSICION;$ 8.264,46;Masivo;1;F
630;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM MANT CCE;$ 719,01;Masivo;3;M
631;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 4.958,68;Eminent;4;F
632;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 1.140,95;Negocios;2;M
633;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 3.305,79;Prefer;0;M
634;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 2.060,47;Masivo;1;M
635;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 5.636,33;Eminent;3;F
636;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 3.719,01;Negocios;4;F
637;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;FAMILIA GALICIA;SUC;COM MANT CCE;$ 6.446,28;Prefer;2;F
638;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;0;M
639;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;1;M
640;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 3.072,43;Eminent;3;F
641;Agosto;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 67,67;Prefer;4;F
642;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Prefer;2;M
643;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;CARGO REPOSICION;$ 5.165,16;Prefer;0;M
644;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;COM MANT CCE;$ 2.561,66;Masivo;1;M
645;Octubre;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 10.330,58;Prefer;3;M
646;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 2.372,62;Masivo;4;F
647;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 1.945,01;Eminent;2;F
648;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;ONB;CARGOGESTCOBRANZA;$ 4.545,45;Eminent;0;F
649;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM BANELCO;$ 6.198,35;Prefer;1;F
650;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 8.264,46;Masivo;3;F
651;Junio;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM MANT CCE;$ 198,35;Masivo;4;F
652;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;SERVICIO CUENTA PREFER;$ 2.892,56;Eminent;2;F
653;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Eminent;0;M
654;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 2.272,73;Eminent;1;M
655;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 10.410,13;Eminent;3;F
656;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;COM BANELCO;$ 874,66;Prefer;4;F
657;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CAD;CARGO REPOSICION;$ 6.198,35;Prefer;2;F
658;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CAD;COM MANT CCE;$ 4.132,11;Masivo;0;M
659;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Masivo;1;M
660;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 6.198,35;Masivo;3;F
661;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 7.988,66;Eminent;4;M
662;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Negocios;2;F
663;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 2.479,34;Prefer;0;M
664;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CAD;CARGO REPOSICION;$ 1.397,35;Masivo;1;M
665;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 3.305,79;Eminent;3;M
666;Septiembre;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 485,69;Negocios;4;F
667;Agosto;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;SERVICIO EMINENT;$ 719,01;Prefer;2;F
668;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Masivo;0;F
669;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 3.719,01;Eminent;1;M
670;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM BANELCO;$ 2.603,34;Eminent;3;M
671;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 4.090,81;Prefer;4;F
672;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;CSEDB;COM MANT CCE;$ 4.090,81;Prefer;2;F
673;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 3.158,89;Prefer;0;M
674;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 867,21;Masivo;1;M
675;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.006,33;Prefer;3;M
676;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;4;M
677;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 4.545,45;Eminent;2;F
678;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;PERSONAS ANSES;SUC;CARGO REPOSICION;$ 2.479,34;Eminent;0;F
679;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 135,99;Prefer;1;F
680;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 2.892,61;Masivo;3;F
681;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;4;F
682;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Eminent;2;F
683;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Eminent;0;F
684;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 2.479,34;Eminent;1;M
685;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 4.958,68;Eminent;3;M
686;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM MANT CCE;$ 3.719,01;Prefer;4;F
687;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 1.859,61;Prefer;2;F
688;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO EMINENT;$ 4.545,45;Masivo;0;F
689;Enero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 1.017,51;Masivo;1;M
690;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 6.446,28;Masivo;3;M
691;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM BANELCO;$ 6.198,35;Eminent;4;F
692;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGO REPOSICION;$ 4.545,45;Negocios;2;M
693;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;COM MANT CCE;$ 8.264,46;Prefer;0;F
694;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 1.652,89;Masivo;1;M
695;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 2.479,34;Eminent;3;M
696;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 2.272,93;Negocios;4;M
697;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 6.198,35;Prefer;2;F
698;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 7.989,00;Masivo;0;F
699;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGO REPOSICION;$ 419,49;Eminent;1;F
700;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 4.090,81;Eminent;3;M
701;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 10.330,58;Prefer;4;M
702;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO EMINENT;$ 10.330,58;Prefer;2;F
703;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;COMISION MANT DE CUENTA;$ 183,53;Prefer;0;F
704;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;1;M
705;Febrero;Sin Envio;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CSEDB;COM BANELCO;$ 6.446,28;Prefer;3;M
706;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;CARGO REPOSICION;$ 446,26;Masivo;4;M
707;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 3.305,79;Eminent;2;M
708;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;F
709;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;F
710;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;ONB;COMISION MANT DE CUENTA;$ 3.305,79;Masivo;3;F
711;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 4.132,23;Masivo;4;F
712;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM BANELCO;$ 3.305,79;Eminent;2;F
713;Julio;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;CARGO REPOSICION;$ 8.181,82;Eminent;0;F
714;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;CCC;COM MANT CCE;$ 6.446,28;Eminent;1;F
715;Enero;Manual;Desfavorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 297,66;Eminent;3;M
716;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 14.282,00;Prefer;4;M
717;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Prefer;2;F
718;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;0;F
719;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Masivo;1;F
720;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGO REPOSICION;$ 4.545,45;Masivo;3;M
721;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CAD;COM MANT CCE;$ 614,93;Eminent;4;M
722;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;2;F
723;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO EMINENT;$ 15.812,66;Prefer;0;M
724;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Masivo;1;F
725;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 3.269,34;Eminent;3;M
726;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CAD;COM BANELCO;$ 6.198,35;Negocios;4;M
727;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 4.545,45;Prefer;2;M
728;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Alta;SUC;COM MANT CCE;$ 231,12;Masivo;0;F
729;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CAD;SERVICIO CUENTA PREFER;$ 243,06;Eminent;1;F
730;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;PERSONAS ANSES;SUC;SERVICIO EMINENT;$ 2.314,05;Eminent;3;F
731;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 3.099,18;Prefer;4;M
732;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Prefer;2;M
733;Abril;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM BANELCO;$ 10.330,58;Prefer;0;F
734;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 8.264,46;Masivo;1;F
735;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM MANT CCE;$ 6.446,28;Prefer;3;M
736;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CSEDB;SERVICIO CUENTA PREFER;$ 1.579,59;Masivo;4;M
737;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;2;M
738;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Eminent;0;M
739;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CSEDB;CARGOGESTCOBRANZA;$ 4.090,92;Prefer;1;F
740;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM BANELCO;$ 6.198,35;Masivo;3;F
741;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 51.283,67;Masivo;4;F
742;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 4.545,45;Eminent;2;F
743;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 5.417,38;Eminent;0;F
744;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;1;F
745;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Eminent;3;F
746;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;4;M
747;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM BANELCO;$ 17.962,78;Prefer;2;M
748;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 4.090,81;Masivo;0;F
749;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM MANT CCE;$ 4.132,23;Masivo;1;F
750;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 8.181,82;Masivo;3;F
751;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO EMINENT;$ 4.132,23;Eminent;4;M
752;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;2;M
753;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 247,93;Prefer;0;F
754;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 4.545,45;Masivo;1;M
755;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 0,07;Eminent;3;F
756;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.090,92;Negocios;4;M
757;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 760,25;Prefer;2;M
758;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;SERVICIO EMINENT;$ 4.545,45;Masivo;0;M
759;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COMISION MANT DE CUENTA;$ 6.198,35;Eminent;1;F
760;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 2.272,93;Eminent;3;F
761;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.090,81;Prefer;4;F
762;Mayo;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;ONB;CARGO REPOSICION;$ 1.136,37;Prefer;2;M
763;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;COM MANT CCE;$ 6.446,28;Prefer;0;M
764;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Masivo;1;F
